Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,47%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,18%
Control               C4. Da sugerencia u orientación           4%        11%                   12,64%
Evaluación            C5. Da opiniones                         21%        40%                   15,19%
Comunicación          C6. Da información                       14%        30%                   26,68%
Comunicación          C7. Pide información                      2%        11%                    4,63%
Evaluación            C8. Pide opinión                          1%         9%                    6,63%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,77%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,23%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,93%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,26%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,40%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,55%
Control               C4. Da sugerencia u orientación           4%        11%                   10,44%
Evaluación            C5. Da opiniones                         21%        40%                   11,15%
Comunicación          C6. Da información                       14%        30%                   26,52%
Comunicación          C7. Pide información                      2%        11%                    3,87%
Evaluación            C8. Pide opinión                          1%         9%                    7,41%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,80%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,93%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,68%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G02 - Alerta.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   40,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   20,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                   40,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   23,72%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,62%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,52%
Control               C4. Da sugerencia u orientación           4%        11%                   11,80%
Evaluación            C5. Da opiniones                         21%        40%                   10,06%
Comunicación          C6. Da información                       14%        30%                   22,50%
Comunicación          C7. Pide información                      2%        11%                    3,26%
Evaluación            C8. Pide opinión                          1%         9%                    5,35%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,87%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,10%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,20%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,50%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,11%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,89%
Control               C4. Da sugerencia u orientación           4%        11%                   10,11%
Evaluación            C5. Da opiniones                         21%        40%                   12,67%
Comunicación          C6. Da información                       14%        30%                   23,39%
Comunicación          C7. Pide información                      2%        11%                    4,06%
Evaluación            C8. Pide opinión                          1%         9%                    4,56%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,22%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,50%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   26,05%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,88%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,67%
Control               C4. Da sugerencia u orientación           4%        11%                    9,30%
Evaluación            C5. Da opiniones                         21%        40%                    8,70%
Comunicación          C6. Da información                       14%        30%                   20,77%
Comunicación          C7. Pide información                      2%        11%                    2,82%
Evaluación            C8. Pide opinión                          1%         9%                    4,50%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,60%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,20%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,50%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,53%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,19%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,80%
Control               C4. Da sugerencia u orientación           4%        11%                   11,08%
Evaluación            C5. Da opiniones                         21%        40%                   11,92%
Comunicación          C6. Da información                       14%        30%                   29,59%
Comunicación          C7. Pide información                      2%        11%                    4,14%
Evaluación            C8. Pide opinión                          1%         9%                    5,89%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,12%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,91%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,82%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwMV6QCqlgk59XVWJh4AaABAagBzeOGDQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                  100,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,23%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,66%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   16,71%
Control               C4. Da sugerencia u orientación           4%        11%                    8,79%
Evaluación            C5. Da opiniones                         21%        40%                   12,53%
Comunicación          C6. Da información                       14%        30%                   22,98%
Comunicación          C7. Pide información                      2%        11%                    4,18%
Evaluación            C8. Pide opinión                          1%         9%                    5,05%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,96%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,48%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,44%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,97%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,12%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,95%
Control               C4. Da sugerencia u orientación           4%        11%                    9,48%
Evaluación            C5. Da opiniones                         21%        40%                    8,69%
Comunicación          C6. Da información                       14%        30%                   32,84%
Comunicación          C7. Pide información                      2%        11%                    4,37%
Evaluación            C8. Pide opinión                          1%         9%                    4,53%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,62%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,78%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,65%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP1_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,53%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,26%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,32%
Control               C4. Da sugerencia u orientación           4%        11%                   10,32%
Evaluación            C5. Da opiniones                         21%        40%                    9,89%
Comunicación          C6. Da información                       14%        30%                   26,74%
Comunicación          C7. Pide información                      2%        11%                    3,58%
Evaluación            C8. Pide opinión                          1%         9%                    7,58%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,89%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,63%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,26%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   22,05%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,01%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,73%
Control               C4. Da sugerencia u orientación           4%        11%                    9,18%
Evaluación            C5. Da opiniones                         21%        40%                   10,05%
Comunicación          C6. Da información                       14%        30%                   25,45%
Comunicación          C7. Pide información                      2%        11%                    3,62%
Evaluación            C8. Pide opinión                          1%         9%                    5,13%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,66%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,23%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,88%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,26%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,21%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,56%
Control               C4. Da sugerencia u orientación           4%        11%                   11,93%
Evaluación            C5. Da opiniones                         21%        40%                   10,47%
Comunicación          C6. Da información                       14%        30%                   25,92%
Comunicación          C7. Pide información                      2%        11%                    3,45%
Evaluación            C8. Pide opinión                          1%         9%                    3,99%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,01%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,79%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,40%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: TP15_TP3_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,62%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,52%
Control               C4. Da sugerencia u orientación           4%        11%                   10,08%
Evaluación            C5. Da opiniones                         21%        40%                   11,01%
Comunicación          C6. Da información                       14%        30%                   27,26%
Comunicación          C7. Pide información                      2%        11%                    4,32%
Evaluación            C8. Pide opinión                          1%         9%                    5,45%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,72%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,65%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,37%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP1_G14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,25%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,49%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,14%
Control               C4. Da sugerencia u orientación           4%        11%                   10,62%
Evaluación            C5. Da opiniones                         21%        40%                   11,55%
Comunicación          C6. Da información                       14%        30%                   22,30%
Comunicación          C7. Pide información                      2%        11%                    5,77%
Evaluación            C8. Pide opinión                          1%         9%                    7,43%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,80%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,66%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,99%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzwEd1leX8ZoM_AXvx4AaABAagBspWqBA.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                  100,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwL2X6UVQuS5HmN4hp4AaABAagBz4bBAg.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                  100,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   27,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,85%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    9,27%
Control               C4. Da sugerencia u orientación           4%        11%                   12,70%
Evaluación            C5. Da opiniones                         21%        40%                   10,13%
Comunicación          C6. Da información                       14%        30%                   20,68%
Comunicación          C7. Pide información                      2%        11%                    3,57%
Evaluación            C8. Pide opinión                          1%         9%                    6,42%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,71%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,71%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,28%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,21%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,88%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,18%
Control               C4. Da sugerencia u orientación           4%        11%                    9,59%
Evaluación            C5. Da opiniones                         21%        40%                   12,16%
Comunicación          C6. Da información                       14%        30%                   25,51%
Comunicación          C7. Pide información                      2%        11%                    2,91%
Evaluación            C8. Pide opinión                          1%         9%                    4,62%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,51%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,03%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,40%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   24,02%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   13,42%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,20%
Control               C4. Da sugerencia u orientación           4%        11%                    8,42%
Evaluación            C5. Da opiniones                         21%        40%                    5,62%
Comunicación          C6. Da información                       14%        30%                   22,78%
Comunicación          C7. Pide información                      2%        11%                    3,90%
Evaluación            C8. Pide opinión                          1%         9%                    4,06%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,62%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,09%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,87%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG16.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,42%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,57%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   10,80%
Control               C4. Da sugerencia u orientación           4%        11%                   10,45%
Evaluación            C5. Da opiniones                         21%        40%                   10,92%
Comunicación          C6. Da información                       14%        30%                   25,23%
Comunicación          C7. Pide información                      2%        11%                    3,52%
Evaluación            C8. Pide opinión                          1%         9%                    6,69%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,47%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,11%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   24,64%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,16%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,18%
Control               C4. Da sugerencia u orientación           4%        11%                   10,03%
Evaluación            C5. Da opiniones                         21%        40%                   10,89%
Comunicación          C6. Da información                       14%        30%                   24,36%
Comunicación          C7. Pide información                      2%        11%                    3,72%
Evaluación            C8. Pide opinión                          1%         9%                    4,58%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,72%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,72%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,03%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,39%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   15,22%
Control               C4. Da sugerencia u orientación           4%        11%                    9,94%
Evaluación            C5. Da opiniones                         21%        40%                    9,63%
Comunicación          C6. Da información                       14%        30%                   25,00%
Comunicación          C7. Pide información                      2%        11%                    4,19%
Evaluación            C8. Pide opinión                          1%         9%                    4,35%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,78%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,47%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,02%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   23,68%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,63%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,67%
Control               C4. Da sugerencia u orientación           4%        11%                   11,91%
Evaluación            C5. Da opiniones                         21%        40%                    9,20%
Comunicación          C6. Da información                       14%        30%                   22,19%
Comunicación          C7. Pide información                      2%        11%                    4,87%
Evaluación            C8. Pide opinión                          1%         9%                    5,01%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,54%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,95%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,35%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,29%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,59%
Control               C4. Da sugerencia u orientación           4%        11%                   10,18%
Evaluación            C5. Da opiniones                         21%        40%                   11,50%
Comunicación          C6. Da información                       14%        30%                   24,16%
Comunicación          C7. Pide información                      2%        11%                    4,51%
Evaluación            C8. Pide opinión                          1%         9%                    4,27%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,09%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,01%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,40%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   26,40%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   11,52%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,76%
Control               C4. Da sugerencia u orientación           4%        11%                    9,69%
Evaluación            C5. Da opiniones                         21%        40%                   10,11%
Comunicación          C6. Da información                       14%        30%                   20,08%
Comunicación          C7. Pide información                      2%        11%                    3,51%
Evaluación            C8. Pide opinión                          1%         9%                    2,95%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,28%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,12%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   25,65%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,34%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   11,53%
Control               C4. Da sugerencia u orientación           4%        11%                   12,29%
Evaluación            C5. Da opiniones                         21%        40%                    8,93%
Comunicación          C6. Da información                       14%        30%                   23,21%
Comunicación          C7. Pide información                      2%        11%                    5,27%
Evaluación            C8. Pide opinión                          1%         9%                    5,88%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,38%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,46%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,07%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG15.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,81%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,71%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,52%
Control               C4. Da sugerencia u orientación           4%        11%                    9,95%
Evaluación            C5. Da opiniones                         21%        40%                   10,11%
Comunicación          C6. Da información                       14%        30%                   22,47%
Comunicación          C7. Pide información                      2%        11%                    5,58%
Evaluación            C8. Pide opinión                          1%         9%                    4,22%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,45%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,45%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,71%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   21,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   12,75%
Control               C4. Da sugerencia u orientación           4%        11%                   12,03%
Evaluación            C5. Da opiniones                         21%        40%                   10,95%
Comunicación          C6. Da información                       14%        30%                   21,36%
Comunicación          C7. Pide información                      2%        11%                    5,39%
Evaluación            C8. Pide opinión                          1%         9%                    6,64%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,54%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,08%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,08%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,20%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,50%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   14,46%
Control               C4. Da sugerencia u orientación           4%        11%                   12,76%
Evaluación            C5. Da opiniones                         21%        40%                   11,39%
Comunicación          C6. Da información                       14%        30%                   23,64%
Comunicación          C7. Pide información                      2%        11%                    4,42%
Evaluación            C8. Pide opinión                          1%         9%                    4,08%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,51%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,17%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,87%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   22,43%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,48%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    9,95%
Control               C4. Da sugerencia u orientación           4%        11%                    9,16%
Evaluación            C5. Da opiniones                         21%        40%                   12,01%
Comunicación          C6. Da información                       14%        30%                   24,49%
Comunicación          C7. Pide información                      2%        11%                    6,32%
Evaluación            C8. Pide opinión                          1%         9%                    4,11%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,11%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,21%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,74%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   23,19%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,59%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   13,29%
Control               C4. Da sugerencia u orientación           4%        11%                    9,61%
Evaluación            C5. Da opiniones                         21%        40%                    9,49%
Comunicación          C6. Da información                       14%        30%                   20,37%
Comunicación          C7. Pide información                      2%        11%                    5,18%
Evaluación            C8. Pide opinión                          1%         9%                    4,26%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,40%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,04%
