Nombre del grupo: PE16_TP5_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Comunicación          C7. Pide información                      2%        11%                    7,53%
Evaluación            C8. Pide opinión                          1%         9%                    3,63%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,02%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,91%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,12%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,72%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,39%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,35%
Control               C4. Da sugerencia u orientación           4%        11%                    7,75%
Evaluación            C5. Da opiniones                         21%        40%                    3,13%
Comunicación          C6. Da información                       14%        30%                   10,10%
Comunicación          C7. Pide información                      2%        11%                    7,97%
Evaluación            C8. Pide opinión                          1%         9%                    4,77%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,85%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,28%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,71%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,10%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,20%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,23%
Control               C4. Da sugerencia u orientación           4%        11%                    9,20%
Evaluación            C5. Da opiniones                         21%        40%                    5,52%
Comunicación          C6. Da información                       14%        30%                    6,59%
Comunicación          C7. Pide información                      2%        11%                    7,05%
Evaluación            C8. Pide opinión                          1%         9%                    5,44%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,76%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,84%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,07%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,79%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,41%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,48%
Control               C4. Da sugerencia u orientación           4%        11%                    9,98%
Evaluación            C5. Da opiniones                         21%        40%                    4,82%
Comunicación          C6. Da información                       14%        30%                    8,98%
Comunicación          C7. Pide información                      2%        11%                    7,90%
Evaluación            C8. Pide opinión                          1%         9%                    3,82%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,41%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,58%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,83%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G11.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,72%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,26%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,86%
Control               C4. Da sugerencia u orientación           4%        11%                    7,26%
Evaluación            C5. Da opiniones                         21%        40%                    3,73%
Comunicación          C6. Da información                       14%        30%                   18,35%
Comunicación          C7. Pide información                      2%        11%                    6,80%
Evaluación            C8. Pide opinión                          1%         9%                    3,43%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,93%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,42%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,79%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   15,12%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,72%
Control               C4. Da sugerencia u orientación           4%        11%                    7,58%
Evaluación            C5. Da opiniones                         21%        40%                    3,66%
Comunicación          C6. Da información                       14%        30%                   10,38%
Comunicación          C7. Pide información                      2%        11%                    8,34%
Evaluación            C8. Pide opinión                          1%         9%                    3,55%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,94%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,69%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G06.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,38%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,36%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,39%
Control               C4. Da sugerencia u orientación           4%        11%                   10,73%
Evaluación            C5. Da opiniones                         21%        40%                    5,22%
Comunicación          C6. Da información                       14%        30%                   11,22%
Comunicación          C7. Pide información                      2%        11%                    7,91%
Evaluación            C8. Pide opinión                          1%         9%                    4,67%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,71%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,99%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,44%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,41%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,01%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   26,14%
Control               C4. Da sugerencia u orientación           4%        11%                   11,41%
Evaluación            C5. Da opiniones                         21%        40%                    7,79%
Comunicación          C6. Da información                       14%        30%                   14,34%
Comunicación          C7. Pide información                      2%        11%                    9,25%
Evaluación            C8. Pide opinión                          1%         9%                    5,01%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,46%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,86%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,32%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,10%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,27%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,88%
Control               C4. Da sugerencia u orientación           4%        11%                   10,31%
Evaluación            C5. Da opiniones                         21%        40%                    6,73%
Comunicación          C6. Da información                       14%        30%                   10,73%
Comunicación          C7. Pide información                      2%        11%                    8,88%
Evaluación            C8. Pide opinión                          1%         9%                    3,87%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,01%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,68%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,53%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G02 - Alerta.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   20,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   40,00%
Control               C4. Da sugerencia u orientación           4%        11%                   20,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                   20,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,35%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,84%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,70%
Control               C4. Da sugerencia u orientación           4%        11%                    9,24%
Evaluación            C5. Da opiniones                         21%        40%                    6,57%
Comunicación          C6. Da información                       14%        30%                   12,09%
Comunicación          C7. Pide información                      2%        11%                    6,40%
Evaluación            C8. Pide opinión                          1%         9%                    3,72%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,51%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,79%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,79%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,94%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,17%
Control               C4. Da sugerencia u orientación           4%        11%                    8,94%
Evaluación            C5. Da opiniones                         21%        40%                    4,11%
Comunicación          C6. Da información                       14%        30%                   12,39%
Comunicación          C7. Pide información                      2%        11%                    6,78%
Evaluación            C8. Pide opinión                          1%         9%                    3,72%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,44%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,11%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,11%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,77%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   13,45%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   45,20%
Control               C4. Da sugerencia u orientación           4%        11%                    6,18%
Evaluación            C5. Da opiniones                         21%        40%                    2,64%
Comunicación          C6. Da información                       14%        30%                    2,64%
Comunicación          C7. Pide información                      2%        11%                    5,40%
Evaluación            C8. Pide opinión                          1%         9%                    2,46%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,50%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,18%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,58%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,39%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,26%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,86%
Control               C4. Da sugerencia u orientación           4%        11%                   10,80%
Evaluación            C5. Da opiniones                         21%        40%                    6,24%
Comunicación          C6. Da información                       14%        30%                   12,62%
Comunicación          C7. Pide información                      2%        11%                    6,94%
Evaluación            C8. Pide opinión                          1%         9%                    4,14%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,19%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,81%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,75%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwMV6QCqlgk59XVWJh4AaABAagBzeOGDQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                  100,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,62%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,44%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,59%
Control               C4. Da sugerencia u orientación           4%        11%                   10,44%
Evaluación            C5. Da opiniones                         21%        40%                    4,79%
Comunicación          C6. Da información                       14%        30%                   10,44%
Comunicación          C7. Pide información                      2%        11%                    6,79%
Evaluación            C8. Pide opinión                          1%         9%                    3,57%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,74%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,96%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,61%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,29%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,57%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,48%
Control               C4. Da sugerencia u orientación           4%        11%                    7,70%
Evaluación            C5. Da opiniones                         21%        40%                    5,15%
Comunicación          C6. Da información                       14%        30%                   13,10%
Comunicación          C7. Pide información                      2%        11%                    8,57%
Evaluación            C8. Pide opinión                          1%         9%                    3,83%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,69%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,94%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,68%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP1_G12.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   19,58%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,05%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,05%
Control               C4. Da sugerencia u orientación           4%        11%                    7,58%
Evaluación            C5. Da opiniones                         21%        40%                    2,53%
Comunicación          C6. Da información                       14%        30%                    9,05%
Comunicación          C7. Pide información                      2%        11%                    6,95%
Evaluación            C8. Pide opinión                          1%         9%                    4,42%
Control               C9. Pide sugerencia u orientación         0%         5%                    3,37%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,89%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP2_G07.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,87%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,24%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,51%
Control               C4. Da sugerencia u orientación           4%        11%                    9,40%
Evaluación            C5. Da opiniones                         21%        40%                    5,28%
Comunicación          C6. Da información                       14%        30%                    9,11%
Comunicación          C7. Pide información                      2%        11%                    6,72%
Evaluación            C8. Pide opinión                          1%         9%                    4,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    2,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,39%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,04%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP3_G05.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,73%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,95%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,05%
Control               C4. Da sugerencia u orientación           4%        11%                   11,01%
Evaluación            C5. Da opiniones                         21%        40%                    4,89%
Comunicación          C6. Da información                       14%        30%                   10,92%
Comunicación          C7. Pide información                      2%        11%                    6,09%
Evaluación            C8. Pide opinión                          1%         9%                    3,79%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,24%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,47%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,84%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,03%


Nombre del grupo: TP15_TP3_G13.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,79%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,76%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,53%
Control               C4. Da sugerencia u orientación           4%        11%                    8,23%
Evaluación            C5. Da opiniones                         21%        40%                    5,66%
Comunicación          C6. Da información                       14%        30%                   17,08%
Comunicación          C7. Pide información                      2%        11%                    7,61%
Evaluación            C8. Pide opinión                          1%         9%                    5,86%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,03%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,47%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,98%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_TP1_G14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   13,07%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,16%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   31,59%
Control               C4. Da sugerencia u orientación           4%        11%                    8,69%
Evaluación            C5. Da opiniones                         21%        40%                    6,57%
Comunicación          C6. Da información                       14%        30%                   13,21%
Comunicación          C7. Pide información                      2%        11%                    7,37%
Evaluación            C8. Pide opinión                          1%         9%                    4,51%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,93%
Decisión              C10. Muestra desacuerdo                   3%        13%                    2,46%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,45%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzwEd1leX8ZoM_AXvx4AaABAagBspWqBA.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                  100,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwL2X6UVQuS5HmN4hp4AaABAagBz4bBAg.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                  100,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG02.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,55%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    9,42%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   40,09%
Control               C4. Da sugerencia u orientación           4%        11%                    7,99%
Evaluación            C5. Da opiniones                         21%        40%                    1,71%
Comunicación          C6. Da información                       14%        30%                    3,57%
Comunicación          C7. Pide información                      2%        11%                    5,56%
Evaluación            C8. Pide opinión                          1%         9%                    5,56%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,71%
Decisión              C10. Muestra desacuerdo                   3%        13%                    5,28%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,57%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG14.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,66%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,90%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   40,75%
Control               C4. Da sugerencia u orientación           4%        11%                    8,05%
Evaluación            C5. Da opiniones                         21%        40%                    3,60%
Comunicación          C6. Da información                       14%        30%                    3,42%
Comunicación          C7. Pide información                      2%        11%                    3,94%
Evaluación            C8. Pide opinión                          1%         9%                    2,57%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,20%
Decisión              C10. Muestra desacuerdo                   3%        13%                    5,31%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,60%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG09.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,51%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   12,64%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   51,33%
Control               C4. Da sugerencia u orientación           4%        11%                    6,24%
Evaluación            C5. Da opiniones                         21%        40%                    1,25%
Comunicación          C6. Da información                       14%        30%                    2,50%
Comunicación          C7. Pide información                      2%        11%                    3,28%
Evaluación            C8. Pide opinión                          1%         9%                    2,50%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,78%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,12%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,87%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG16.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,67%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,98%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,68%
Control               C4. Da sugerencia u orientación           4%        11%                   10,33%
Evaluación            C5. Da opiniones                         21%        40%                    3,76%
Comunicación          C6. Da información                       14%        30%                    6,57%
Comunicación          C7. Pide información                      2%        11%                    6,57%
Evaluación            C8. Pide opinión                          1%         9%                    4,69%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,53%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,69%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,52%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG01.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   17,91%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,30%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   41,55%
Control               C4. Da sugerencia u orientación           4%        11%                    7,59%
Evaluación            C5. Da opiniones                         21%        40%                    3,15%
Comunicación          C6. Da información                       14%        30%                    4,87%
Comunicación          C7. Pide información                      2%        11%                    6,45%
Evaluación            C8. Pide opinión                          1%         9%                    3,44%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,29%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,87%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,58%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG03.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   18,94%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,39%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   46,12%
Control               C4. Da sugerencia u orientación           4%        11%                    5,28%
Evaluación            C5. Da opiniones                         21%        40%                    2,02%
Comunicación          C6. Da información                       14%        30%                    2,02%
Comunicación          C7. Pide información                      2%        11%                    4,97%
Evaluación            C8. Pide opinión                          1%         9%                    4,50%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,78%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,35%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    2,64%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG10.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,56%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,04%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   43,44%
Control               C4. Da sugerencia u orientación           4%        11%                    8,93%
Evaluación            C5. Da opiniones                         21%        40%                    2,17%
Comunicación          C6. Da información                       14%        30%                    5,95%
Comunicación          C7. Pide información                      2%        11%                    7,31%
Evaluación            C8. Pide opinión                          1%         9%                    3,92%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,35%
Decisión              C10. Muestra desacuerdo                   3%        13%                    3,38%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,95%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG08.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,30%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,86%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   38,62%
Control               C4. Da sugerencia u orientación           4%        11%                    7,07%
Evaluación            C5. Da opiniones                         21%        40%                    3,42%
Comunicación          C6. Da información                       14%        30%                    5,91%
Comunicación          C7. Pide información                      2%        11%                    7,07%
Evaluación            C8. Pide opinión                          1%         9%                    4,66%
Control               C9. Pide sugerencia u orientación         0%         5%                    1,86%
Decisión              C10. Muestra desacuerdo                   3%        13%                    4,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    3,42%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: PE15_GG04.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,73%
