Nombre del grupo: Ugxf5czF8iscF8Z49XV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Evaluación            C5. Da opiniones                         21%        40%                    3,48%
Comunicación          C6. Da información                       14%        30%                   26,71%
Comunicación          C7. Pide información                      2%        11%                    0,66%
Evaluación            C8. Pide opinión                          1%         9%                    1,14%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,06%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,78%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,30%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzzGPuTB4KiTHEH6Bx4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,82%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    2,81%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,15%
Control               C4. Da sugerencia u orientación           4%        11%                    4,42%
Evaluación            C5. Da opiniones                         21%        40%                    8,42%
Comunicación          C6. Da información                       14%        30%                   39,83%
Comunicación          C7. Pide información                      2%        11%                    1,12%
Evaluación            C8. Pide opinión                          1%         9%                    2,17%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,07%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,49%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,70%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwMV6QCqlgk59XVWJh4AaABAagBzeOGDQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                  100,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugyopu7VtqolmPMgEil4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,96%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,88%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,99%
Control               C4. Da sugerencia u orientación           4%        11%                    5,22%
Evaluación            C5. Da opiniones                         21%        40%                    4,87%
Comunicación          C6. Da información                       14%        30%                   35,94%
Comunicación          C7. Pide información                      2%        11%                    0,61%
Evaluación            C8. Pide opinión                          1%         9%                    1,57%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,52%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,44%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxuwMvBKVIhBN8dlmB4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,31%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,09%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   34,28%
Control               C4. Da sugerencia u orientación           4%        11%                    3,54%
Evaluación            C5. Da opiniones                         21%        40%                    3,63%
Comunicación          C6. Da información                       14%        30%                   42,89%
Comunicación          C7. Pide información                      2%        11%                    0,95%
Evaluación            C8. Pide opinión                          1%         9%                    1,65%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,04%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,33%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,29%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzDmF_qaKHSmn8IZDF4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,53%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,16%
Control               C4. Da sugerencia u orientación           4%        11%                    4,63%
Evaluación            C5. Da opiniones                         21%        40%                    4,42%
Comunicación          C6. Da información                       14%        30%                   33,89%
Comunicación          C7. Pide información                      2%        11%                    1,05%
Evaluación            C8. Pide opinión                          1%         9%                    1,68%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,63%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyI212WBXBFzRLVenV4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,18%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,58%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,51%
Control               C4. Da sugerencia u orientación           4%        11%                    4,41%
Evaluación            C5. Da opiniones                         21%        40%                    5,42%
Comunicación          C6. Da información                       14%        30%                   33,98%
Comunicación          C7. Pide información                      2%        11%                    0,58%
Evaluación            C8. Pide opinión                          1%         9%                    2,46%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,07%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,51%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,29%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyZ09NEitRJY8sBLHZ4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,71%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,68%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   36,42%
Control               C4. Da sugerencia u orientación           4%        11%                    4,55%
Evaluación            C5. Da opiniones                         21%        40%                    4,38%
Comunicación          C6. Da información                       14%        30%                   38,64%
Comunicación          C7. Pide información                      2%        11%                    0,45%
Evaluación            C8. Pide opinión                          1%         9%                    1,66%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,95%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzGIRVPfykCOWTZ8AB4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,47%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,79%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,32%
Control               C4. Da sugerencia u orientación           4%        11%                    3,91%
Evaluación            C5. Da opiniones                         21%        40%                    7,72%
Comunicación          C6. Da información                       14%        30%                   37,04%
Comunicación          C7. Pide información                      2%        11%                    1,03%
Evaluación            C8. Pide opinión                          1%         9%                    3,19%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    1,03%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,51%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwuvM3kvKoF91WzAJN4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,35%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,63%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   29,66%
Control               C4. Da sugerencia u orientación           4%        11%                    4,51%
Evaluación            C5. Da opiniones                         21%        40%                    5,97%
Comunicación          C6. Da información                       14%        30%                   34,77%
Comunicación          C7. Pide información                      2%        11%                    2,32%
Evaluación            C8. Pide opinión                          1%         9%                    2,32%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,07%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,80%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,60%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzwEd1leX8ZoM_AXvx4AaABAagBspWqBA.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                  100,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                    0,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwL2X6UVQuS5HmN4hp4AaABAagBz4bBAg.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    0,00%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    0,00%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                  100,00%
Control               C4. Da sugerencia u orientación           4%        11%                    0,00%
Evaluación            C5. Da opiniones                         21%        40%                    0,00%
Comunicación          C6. Da información                       14%        30%                    0,00%
Comunicación          C7. Pide información                      2%        11%                    0,00%
Evaluación            C8. Pide opinión                          1%         9%                    0,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgygxiIAkue1ZbJsM5Z4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,84%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,71%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,94%
Control               C4. Da sugerencia u orientación           4%        11%                    3,28%
Evaluación            C5. Da opiniones                         21%        40%                    3,14%
Comunicación          C6. Da información                       14%        30%                   32,52%
Comunicación          C7. Pide información                      2%        11%                    0,29%
Evaluación            C8. Pide opinión                          1%         9%                    1,57%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,43%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,86%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,43%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxH5J-cmexPo_qaRZB4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,16%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,68%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   41,78%
Control               C4. Da sugerencia u orientación           4%        11%                    2,74%
Evaluación            C5. Da opiniones                         21%        40%                    4,97%
Comunicación          C6. Da información                       14%        30%                   29,62%
Comunicación          C7. Pide información                      2%        11%                    0,17%
Evaluación            C8. Pide opinión                          1%         9%                    0,68%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,17%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,68%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,34%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw-obiOcIvPsmign614AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,36%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,74%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   47,74%
Control               C4. Da sugerencia u orientación           4%        11%                    2,65%
Evaluación            C5. Da opiniones                         21%        40%                    2,81%
Comunicación          C6. Da información                       14%        30%                   24,65%
Comunicación          C7. Pide información                      2%        11%                    0,78%
Evaluación            C8. Pide opinión                          1%         9%                    1,25%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,94%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,09%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugz5184x9S0eqreBfJh4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    8,69%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    7,28%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   32,39%
Control               C4. Da sugerencia u orientación           4%        11%                    3,52%
Evaluación            C5. Da opiniones                         21%        40%                    4,23%
Comunicación          C6. Da información                       14%        30%                   40,96%
Comunicación          C7. Pide información                      2%        11%                    0,59%
Evaluación            C8. Pide opinión                          1%         9%                    0,82%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,12%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,82%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,59%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzACQGg1GZHZrU37_R4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,75%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,30%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   40,11%
Control               C4. Da sugerencia u orientación           4%        11%                    2,01%
Evaluación            C5. Da opiniones                         21%        40%                    5,01%
Comunicación          C6. Da información                       14%        30%                   32,95%
Comunicación          C7. Pide información                      2%        11%                    0,72%
Evaluación            C8. Pide opinión                          1%         9%                    1,00%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,14%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,57%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,43%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxgZbSwLYjYqGX-3Eh4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   14,13%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    5,90%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   40,84%
Control               C4. Da sugerencia u orientación           4%        11%                    2,64%
Evaluación            C5. Da opiniones                         21%        40%                    2,80%
Comunicación          C6. Da información                       14%        30%                   30,90%
Comunicación          C7. Pide información                      2%        11%                    0,31%
Evaluación            C8. Pide opinión                          1%         9%                    1,09%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,93%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,47%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxtCvEAYkPdBlvE10Z4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,50%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,87%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   41,14%
Control               C4. Da sugerencia u orientación           4%        11%                    3,52%
Evaluación            C5. Da opiniones                         21%        40%                    2,71%
Comunicación          C6. Da información                       14%        30%                   32,75%
Comunicación          C7. Pide información                      2%        11%                    0,95%
Evaluación            C8. Pide opinión                          1%         9%                    1,62%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,14%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,27%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,54%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyqS1wqxZdWNYdJl8p4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,87%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,68%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,24%
Control               C4. Da sugerencia u orientación           4%        11%                    4,04%
Evaluación            C5. Da opiniones                         21%        40%                    4,43%
Comunicación          C6. Da información                       14%        30%                   32,17%
Comunicación          C7. Pide información                      2%        11%                    0,47%
Evaluación            C8. Pide opinión                          1%         9%                    1,24%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,08%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,85%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,93%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxocqYp_NCKwVhrpmt4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    9,69%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   12,36%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   40,31%
Control               C4. Da sugerencia u orientación           4%        11%                    3,23%
Evaluación            C5. Da opiniones                         21%        40%                    3,93%
Comunicación          C6. Da información                       14%        30%                   27,67%
Comunicación          C7. Pide información                      2%        11%                    0,28%
Evaluación            C8. Pide opinión                          1%         9%                    1,12%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,56%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,84%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugxfpl9bv7b1DK_w1Vx4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,23%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,59%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   43,05%
Control               C4. Da sugerencia u orientación           4%        11%                    3,59%
Evaluación            C5. Da opiniones                         21%        40%                    3,44%
Comunicación          C6. Da información                       14%        30%                   33,13%
Comunicación          C7. Pide información                      2%        11%                    0,69%
Evaluación            C8. Pide opinión                          1%         9%                    1,76%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,08%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,15%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,31%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgyWIiLK6BUlMGOOdFp4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,86%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,86%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   35,60%
Control               C4. Da sugerencia u orientación           4%        11%                    3,32%
Evaluación            C5. Da opiniones                         21%        40%                    4,07%
Comunicación          C6. Da información                       14%        30%                   32,73%
Comunicación          C7. Pide información                      2%        11%                    0,30%
Evaluación            C8. Pide opinión                          1%         9%                    1,21%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,15%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,15%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,75%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgxoIT1TNAXzksDUD8t4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,05%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,77%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   44,70%
Control               C4. Da sugerencia u orientación           4%        11%                    2,33%
Evaluación            C5. Da opiniones                         21%        40%                    6,10%
Comunicación          C6. Da información                       14%        30%                   30,16%
Comunicación          C7. Pide información                      2%        11%                    0,18%
Evaluación            C8. Pide opinión                          1%         9%                    1,97%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,54%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,18%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgwDvSWBEzd5JGbN_bx4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,24%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,46%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   37,41%
Control               C4. Da sugerencia u orientación           4%        11%                    3,23%
Evaluación            C5. Da opiniones                         21%        40%                    3,57%
Comunicación          C6. Da información                       14%        30%                   32,82%
Comunicación          C7. Pide información                      2%        11%                    0,85%
Evaluación            C8. Pide opinión                          1%         9%                    2,04%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,51%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,85%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzPEuu9bn2b1CwlJId4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   10,90%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,16%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,02%
Control               C4. Da sugerencia u orientación           4%        11%                    3,00%
Evaluación            C5. Da opiniones                         21%        40%                    6,00%
Comunicación          C6. Da información                       14%        30%                   34,44%
Comunicación          C7. Pide información                      2%        11%                    0,47%
Evaluación            C8. Pide opinión                          1%         9%                    0,95%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,79%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,26%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzTrytkLOnt8hiuMVp4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   12,14%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    8,92%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   39,76%
Control               C4. Da sugerencia u orientación           4%        11%                    3,34%
Evaluación            C5. Da opiniones                         21%        40%                    2,65%
Comunicación          C6. Da información                       14%        30%                   29,52%
Comunicación          C7. Pide información                      2%        11%                    0,63%
Evaluación            C8. Pide opinión                          1%         9%                    1,44%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,06%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,40%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    1,15%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: UgzHtVO8sNDzamiT0Zt4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,45%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    4,31%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,71%
Control               C4. Da sugerencia u orientación           4%        11%                    4,06%
Evaluación            C5. Da opiniones                         21%        40%                    6,53%
Comunicación          C6. Da información                       14%        30%                   39,87%
Comunicación          C7. Pide información                      2%        11%                    1,17%
Evaluación            C8. Pide opinión                          1%         9%                    1,80%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,08%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,38%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,63%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugw1H0CzmdMkzrP3jlR4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                    7,74%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    3,96%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   28,67%
Control               C4. Da sugerencia u orientación           4%        11%                    3,96%
Evaluación            C5. Da opiniones                         21%        40%                    8,79%
Comunicación          C6. Da información                       14%        30%                   41,80%
Comunicación          C7. Pide información                      2%        11%                    1,67%
Evaluación            C8. Pide opinión                          1%         9%                    1,42%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,12%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,93%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,93%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugz6zE91NwART5LPjLN4AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   11,71%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                   10,81%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   33,33%
Control               C4. Da sugerencia u orientación           4%        11%                    4,50%
Evaluación            C5. Da opiniones                         21%        40%                    6,31%
Comunicación          C6. Da información                       14%        30%                   27,03%
Comunicación          C7. Pide información                      2%        11%                    1,80%
Evaluación            C8. Pide opinión                          1%         9%                    3,60%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,00%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,90%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


Nombre del grupo: Ugyn76FgnolnJ6U2a454AaABAQ.arff

Conflicto             Conducta                           Lím. Inf.  Lím. Sup.   Resultado del análisis
Reintegración         C1. Muestra solidaridad                   0%         5%                   15,51%
Reducción de tensión  C2. Muestra relajamiento                  3%        14%                    6,95%
Decisión              C3. Muestra acuerdo o aprueba             6%        20%                   30,48%
Control               C4. Da sugerencia u orientación           4%        11%                    4,28%
Evaluación            C5. Da opiniones                         21%        40%                    4,28%
Comunicación          C6. Da información                       14%        30%                   35,83%
Comunicación          C7. Pide información                      2%        11%                    1,07%
Evaluación            C8. Pide opinión                          1%         9%                    1,07%
Control               C9. Pide sugerencia u orientación         0%         5%                    0,00%
Decisión              C10. Muestra desacuerdo                   3%        13%                    0,53%
Reducción de tensión  C11. Muestra tensión o molestia           1%        10%                    0,00%
Reintegración         C12. Muestra antagonismo                  0%         7%                    0,00%


